frame.time_epoch;ip.proto;ip.src;ip.dst;tcp.srcport;tcp.dstport;tcp.flags
1603192208.688044000;6;5.6.7.8;1.1.2.3;80;50084;0x00000018
1603192208.688056000;6;1.1.2.3;5.6.7.8;50084;80;0x00000010
1603192208.689136000;6;1.1.2.3;5.6.7.8;50084;80;0x00000011
1603192208.689592000;6;5.6.7.8;1.1.2.3;80;50084;0x00000011
1603192208.689613000;6;1.1.2.3;5.6.7.8;50084;80;0x00000010
1603192209.689367000;6;1.1.2.3;5.6.7.8;50086;80;0x00000002
1603192209.689620000;6;5.6.7.8;1.1.2.3;80;50086;0x00000012
1603192209.689661000;6;1.1.2.3;5.6.7.8;50086;80;0x00000010
1603192209.689738000;6;1.1.2.3;5.6.7.8;50086;80;0x00000018
1603192209.689915000;6;5.6.7.8;1.1.2.3;80;50086;0x00000010
1603192209.690320000;6;5.6.7.8;1.1.2.3;80;50086;0x00000010
1603192209.690338000;6;1.1.2.3;5.6.7.8;50086;80;0x00000010
1603192209.690367000;6;5.6.7.8;1.1.2.3;80;50086;0x00000018
1603192209.690381000;6;1.1.2.3;5.6.7.8;50086;80;0x00000010
1603192209.691418000;6;1.1.2.3;5.6.7.8;50086;80;0x00000011
1603192209.691965000;6;5.6.7.8;1.1.2.3;80;50086;0x00000011
1603192209.691991000;6;1.1.2.3;5.6.7.8;50086;80;0x00000010
1603192210.691949000;6;1.1.2.3;5.6.7.8;50088;80;0x00000002
1603192210.692193000;6;5.6.7.8;1.1.2.3;80;50088;0x00000012
1603192210.692232000;6;1.1.2.3;5.6.7.8;50088;80;0x00000010
1603192210.692308000;6;1.1.2.3;5.6.7.8;50088;80;0x00000018
1603192210.692536000;6;5.6.7.8;1.1.2.3;80;50088;0x00000010
1603192210.692892000;6;5.6.7.8;1.1.2.3;80;50088;0x00000010
1603192210.692909000;6;1.1.2.3;5.6.7.8;50088;80;0x00000010
1603192210.692941000;6;5.6.7.8;1.1.2.3;80;50088;0x00000018
1603192210.692957000;6;1.1.2.3;5.6.7.8;50088;80;0x00000010
1603192210.693976000;6;1.1.2.3;5.6.7.8;50088;80;0x00000011
1603192210.694489000;6;5.6.7.8;1.1.2.3;80;50088;0x00000011
1603192210.694513000;6;1.1.2.3;5.6.7.8;50088;80;0x00000010
1603192211.694507000;6;1.1.2.3;5.6.7.8;50090;80;0x00000002
1603192211.694719000;6;5.6.7.8;1.1.2.3;80;50090;0x00000012
1603192211.694758000;6;1.1.2.3;5.6.7.8;50090;80;0x00000010
1603192211.694836000;6;1.1.2.3;5.6.7.8;50090;80;0x00000018
1603192211.695015000;6;5.6.7.8;1.1.2.3;80;50090;0x00000010
1603192211.695372000;6;5.6.7.8;1.1.2.3;80;50090;0x00000010
1603192211.695390000;6;1.1.2.3;5.6.7.8;50090;80;0x00000010
1603192211.695419000;6;5.6.7.8;1.1.2.3;80;50090;0x00000010
1603192211.695433000;6;1.1.2.3;5.6.7.8;50090;80;0x00000010
1603192211.695464000;6;5.6.7.8;1.1.2.3;80;50090;0x00000018
1603192211.695472000;6;1.1.2.3;5.6.7.8;50090;80;0x00000010
1603192211.696405000;6;1.1.2.3;5.6.7.8;50090;80;0x00000011
1603192211.696967000;6;5.6.7.8;1.1.2.3;80;50090;0x00000011
1603192211.696993000;6;1.1.2.3;5.6.7.8;50090;80;0x00000010
1603192212.696948000;6;1.1.2.3;5.6.7.8;50092;80;0x00000002
1603192212.697199000;6;5.6.7.8;1.1.2.3;80;50092;0x00000012
1603192212.697240000;6;1.1.2.3;5.6.7.8;50092;80;0x00000010
1603192212.697315000;6;1.1.2.3;5.6.7.8;50092;80;0x00000018
1603192212.697543000;6;5.6.7.8;1.1.2.3;80;50092;0x00000010
1603192212.697896000;6;5.6.7.8;1.1.2.3;80;50092;0x00000010
1603192212.697907000;6;1.1.2.3;5.6.7.8;50092;80;0x00000010
1603192212.697947000;6;5.6.7.8;1.1.2.3;80;50092;0x00000010
1603192212.697964000;6;1.1.2.3;5.6.7.8;50092;80;0x00000010
1603192212.698005000;6;5.6.7.8;1.1.2.3;80;50092;0x00000018
1603192212.698014000;6;1.1.2.3;5.6.7.8;50092;80;0x00000010
1603192212.699161000;6;1.1.2.3;5.6.7.8;50092;80;0x00000011
1603192212.699795000;6;5.6.7.8;1.1.2.3;80;50092;0x00000011
1603192212.699825000;6;1.1.2.3;5.6.7.8;50092;80;0x00000010
1603192213.699437000;6;1.1.2.3;5.6.7.8;50094;80;0x00000002
1603192213.699630000;6;5.6.7.8;1.1.2.3;80;50094;0x00000012
1603192213.699670000;6;1.1.2.3;5.6.7.8;50094;80;0x00000010
1603192213.699747000;6;1.1.2.3;5.6.7.8;50094;80;0x00000018
1603192213.699975000;6;5.6.7.8;1.1.2.3;80;50094;0x00000010
1603192213.700277000;6;5.6.7.8;1.1.2.3;80;50094;0x00000010
1603192213.700288000;6;1.1.2.3;5.6.7.8;50094;80;0x00000010
1603192213.700332000;6;5.6.7.8;1.1.2.3;80;50094;0x00000010
1603192213.700351000;6;1.1.2.3;5.6.7.8;50094;80;0x00000010
1603192213.700375000;6;5.6.7.8;1.1.2.3;80;50094;0x00000018
1603192213.700383000;6;1.1.2.3;5.6.7.8;50094;80;0x00000010
1603192213.701510000;6;1.1.2.3;5.6.7.8;50094;80;0x00000011
1603192213.701824000;6;5.6.7.8;1.1.2.3;80;50094;0x00000011
1603192213.701840000;6;1.1.2.3;5.6.7.8;50094;80;0x00000010
1603192214.701812000;6;1.1.2.3;5.6.7.8;50096;80;0x00000002
1603192214.702011000;6;5.6.7.8;1.1.2.3;80;50096;0x00000012
1603192214.702049000;6;1.1.2.3;5.6.7.8;50096;80;0x00000010
1603192214.702122000;6;1.1.2.3;5.6.7.8;50096;80;0x00000018
1603192214.702306000;6;5.6.7.8;1.1.2.3;80;50096;0x00000010
1603192214.702628000;6;5.6.7.8;1.1.2.3;80;50096;0x00000010
1603192214.702640000;6;1.1.2.3;5.6.7.8;50096;80;0x00000010
1603192214.702671000;6;5.6.7.8;1.1.2.3;80;50096;0x00000018
1603192214.702689000;6;1.1.2.3;5.6.7.8;50096;80;0x00000010
1603192214.703651000;6;1.1.2.3;5.6.7.8;50096;80;0x00000011
1603192214.704058000;6;5.6.7.8;1.1.2.3;80;50096;0x00000011
1603192214.704081000;6;1.1.2.3;5.6.7.8;50096;80;0x00000010
1603192215.704368000;6;1.1.2.3;5.6.7.8;50098;80;0x00000002
1603192215.704548000;6;5.6.7.8;1.1.2.3;80;50098;0x00000012
1603192215.704589000;6;1.1.2.3;5.6.7.8;50098;80;0x00000010
1603192215.704668000;6;1.1.2.3;5.6.7.8;50098;80;0x00000018
1603192215.704845000;6;5.6.7.8;1.1.2.3;80;50098;0x00000010
1603192215.705203000;6;5.6.7.8;1.1.2.3;80;50098;0x00000010
1603192215.705222000;6;1.1.2.3;5.6.7.8;50098;80;0x00000010
1603192215.705247000;6;5.6.7.8;1.1.2.3;80;50098;0x00000018
1603192215.705262000;6;1.1.2.3;5.6.7.8;50098;80;0x00000010
1603192215.706288000;6;1.1.2.3;5.6.7.8;50098;80;0x00000011
1603192215.706745000;6;5.6.7.8;1.1.2.3;80;50098;0x00000011
1603192215.706770000;6;1.1.2.3;5.6.7.8;50098;80;0x00000010
1603192216.707068000;6;1.1.2.3;5.6.7.8;50100;80;0x00000002
1603192216.707285000;6;5.6.7.8;1.1.2.3;80;50100;0x00000012
1603192216.707332000;6;1.1.2.3;5.6.7.8;50100;80;0x00000010
1603192216.707425000;6;1.1.2.3;5.6.7.8;50100;80;0x00000018
1603192216.707631000;6;5.6.7.8;1.1.2.3;80;50100;0x00000010
1603192216.707937000;6;5.6.7.8;1.1.2.3;80;50100;0x00000010
1603192216.707958000;6;1.1.2.3;5.6.7.8;50100;80;0x00000010
1603192216.707987000;6;5.6.7.8;1.1.2.3;80;50100;0x00000010
1603192216.708000000;6;1.1.2.3;5.6.7.8;50100;80;0x00000010
1603192216.708032000;6;5.6.7.8;1.1.2.3;80;50100;0x00000018
1603192216.708040000;6;1.1.2.3;5.6.7.8;50100;80;0x00000010
1603192216.708986000;6;1.1.2.3;5.6.7.8;50100;80;0x00000011
1603192216.709232000;6;5.6.7.8;1.1.2.3;80;50100;0x00000011
1603192216.709250000;6;1.1.2.3;5.6.7.8;50100;80;0x00000010
1603192217.709304000;6;1.1.2.3;5.6.7.8;50102;80;0x00000002
1603192217.709477000;6;5.6.7.8;1.1.2.3;80;50102;0x00000012
1603192217.709525000;6;1.1.2.3;5.6.7.8;50102;80;0x00000010
1603192217.709617000;6;1.1.2.3;5.6.7.8;50102;80;0x00000018
1603192217.709822000;6;5.6.7.8;1.1.2.3;80;50102;0x00000010
1603192217.710128000;6;5.6.7.8;1.1.2.3;80;50102;0x00000010
1603192217.710147000;6;1.1.2.3;5.6.7.8;50102;80;0x00000010
1603192217.710177000;6;5.6.7.8;1.1.2.3;80;50102;0x00000018
1603192217.710191000;6;1.1.2.3;5.6.7.8;50102;80;0x00000010
1603192217.711218000;6;1.1.2.3;5.6.7.8;50102;80;0x00000011
1603192217.711674000;6;5.6.7.8;1.1.2.3;80;50102;0x00000011
1603192217.711698000;6;1.1.2.3;5.6.7.8;50102;80;0x00000010
1603192218.712146000;6;1.1.2.3;5.6.7.8;50104;80;0x00000002
1603192218.712420000;6;5.6.7.8;1.1.2.3;80;50104;0x00000012
1603192218.712461000;6;1.1.2.3;5.6.7.8;50104;80;0x00000010
1603192218.712537000;6;1.1.2.3;5.6.7.8;50104;80;0x00000018
1603192218.712716000;6;5.6.7.8;1.1.2.3;80;50104;0x00000010
1603192218.713120000;6;5.6.7.8;1.1.2.3;80;50104;0x00000010
1603192218.713139000;6;1.1.2.3;5.6.7.8;50104;80;0x00000010
1603192218.713172000;6;5.6.7.8;1.1.2.3;80;50104;0x00000018
1603192218.713186000;6;1.1.2.3;5.6.7.8;50104;80;0x00000010
1603192218.714182000;6;1.1.2.3;5.6.7.8;50104;80;0x00000011
1603192218.714667000;6;5.6.7.8;1.1.2.3;80;50104;0x00000011
1603192218.714692000;6;1.1.2.3;5.6.7.8;50104;80;0x00000010
1603192219.714152000;6;1.1.2.3;5.6.7.8;50106;80;0x00000002
1603192219.714315000;6;5.6.7.8;1.1.2.3;80;50106;0x00000012
1603192219.714356000;6;1.1.2.3;5.6.7.8;50106;80;0x00000010
1603192219.714432000;6;1.1.2.3;5.6.7.8;50106;80;0x00000018
1603192219.714662000;6;5.6.7.8;1.1.2.3;80;50106;0x00000010
1603192219.714965000;6;5.6.7.8;1.1.2.3;80;50106;0x00000010
1603192219.714977000;6;1.1.2.3;5.6.7.8;50106;80;0x00000010
1603192219.715023000;6;5.6.7.8;1.1.2.3;80;50106;0x00000010
1603192219.715043000;6;1.1.2.3;5.6.7.8;50106;80;0x00000010
1603192219.715062000;6;5.6.7.8;1.1.2.3;80;50106;0x00000018
1603192219.715071000;6;1.1.2.3;5.6.7.8;50106;80;0x00000010
1603192219.716235000;6;1.1.2.3;5.6.7.8;50106;80;0x00000011
1603192219.716561000;6;5.6.7.8;1.1.2.3;80;50106;0x00000011
1603192219.716579000;6;1.1.2.3;5.6.7.8;50106;80;0x00000010
1603192220.716685000;6;1.1.2.3;5.6.7.8;50108;80;0x00000002
1603192220.716912000;6;5.6.7.8;1.1.2.3;80;50108;0x00000012
1603192220.716954000;6;1.1.2.3;5.6.7.8;50108;80;0x00000010
1603192220.717031000;6;1.1.2.3;5.6.7.8;50108;80;0x00000018
1603192220.717309000;6;5.6.7.8;1.1.2.3;80;50108;0x00000010
1603192220.717614000;6;5.6.7.8;1.1.2.3;80;50108;0x00000010
1603192220.717633000;6;1.1.2.3;5.6.7.8;50108;80;0x00000010
1603192220.717663000;6;5.6.7.8;1.1.2.3;80;50108;0x00000018
1603192220.717677000;6;1.1.2.3;5.6.7.8;50108;80;0x00000010
1603192220.718723000;6;1.1.2.3;5.6.7.8;50108;80;0x00000011
1603192220.719059000;6;5.6.7.8;1.1.2.3;80;50108;0x00000011
1603192220.719078000;6;1.1.2.3;5.6.7.8;50108;80;0x00000010
1603192221.719236000;6;1.1.2.3;5.6.7.8;50110;80;0x00000002
1603192221.719462000;6;5.6.7.8;1.1.2.3;80;50110;0x00000012
1603192221.719510000;6;1.1.2.3;5.6.7.8;50110;80;0x00000010
1603192221.719600000;6;1.1.2.3;5.6.7.8;50110;80;0x00000018
1603192221.719857000;6;5.6.7.8;1.1.2.3;80;50110;0x00000010
1603192221.720113000;6;5.6.7.8;1.1.2.3;80;50110;0x00000010
1603192221.720132000;6;1.1.2.3;5.6.7.8;50110;80;0x00000010
1603192221.720168000;6;5.6.7.8;1.1.2.3;80;50110;0x00000010
1603192221.720182000;6;1.1.2.3;5.6.7.8;50110;80;0x00000010
1603192221.720211000;6;5.6.7.8;1.1.2.3;80;50110;0x00000018
1603192221.720225000;6;1.1.2.3;5.6.7.8;50110;80;0x00000010
1603192221.721128000;6;1.1.2.3;5.6.7.8;50110;80;0x00000011
1603192221.721358000;6;5.6.7.8;1.1.2.3;80;50110;0x00000011
1603192221.721374000;6;1.1.2.3;5.6.7.8;50110;80;0x00000010
1603192222.721800000;6;1.1.2.3;5.6.7.8;50112;80;0x00000002
1603192222.722064000;6;5.6.7.8;1.1.2.3;80;50112;0x00000012
1603192222.722106000;6;1.1.2.3;5.6.7.8;50112;80;0x00000010
1603192222.722182000;6;1.1.2.3;5.6.7.8;50112;80;0x00000018
1603192222.722411000;6;5.6.7.8;1.1.2.3;80;50112;0x00000010
1603192222.722716000;6;5.6.7.8;1.1.2.3;80;50112;0x00000010
1603192222.722735000;6;1.1.2.3;5.6.7.8;50112;80;0x00000010
1603192222.722764000;6;5.6.7.8;1.1.2.3;80;50112;0x00000018
1603192222.722778000;6;1.1.2.3;5.6.7.8;50112;80;0x00000010
1603192222.723724000;6;1.1.2.3;5.6.7.8;50112;80;0x00000011
1603192222.724212000;6;5.6.7.8;1.1.2.3;80;50112;0x00000011
1603192222.724234000;6;1.1.2.3;5.6.7.8;50112;80;0x00000010
1603192223.724344000;6;1.1.2.3;5.6.7.8;50114;80;0x00000002
1603192223.724518000;6;5.6.7.8;1.1.2.3;80;50114;0x00000012
1603192223.724560000;6;1.1.2.3;5.6.7.8;50114;80;0x00000010
1603192223.724638000;6;1.1.2.3;5.6.7.8;50114;80;0x00000018
1603192223.724865000;6;5.6.7.8;1.1.2.3;80;50114;0x00000010
1603192223.725169000;6;5.6.7.8;1.1.2.3;80;50114;0x00000010
1603192223.725188000;6;1.1.2.3;5.6.7.8;50114;80;0x00000010
1603192223.725218000;6;5.6.7.8;1.1.2.3;80;50114;0x00000018
1603192223.725233000;6;1.1.2.3;5.6.7.8;50114;80;0x00000010
1603192223.726258000;6;1.1.2.3;5.6.7.8;50114;80;0x00000011
1603192223.726635000;6;5.6.7.8;1.1.2.3;80;50114;0x00000011
1603192223.726656000;6;1.1.2.3;5.6.7.8;50114;80;0x00000010
1603192224.726669000;6;1.1.2.3;5.6.7.8;50116;80;0x00000002
1603192224.726828000;6;5.6.7.8;1.1.2.3;80;50116;0x00000012
1603192224.726868000;6;1.1.2.3;5.6.7.8;50116;80;0x00000010
1603192224.726945000;6;1.1.2.3;5.6.7.8;50116;80;0x00000018
1603192224.727223000;6;5.6.7.8;1.1.2.3;80;50116;0x00000010
1603192224.727478000;6;5.6.7.8;1.1.2.3;80;50116;0x00000010
1603192224.727499000;6;1.1.2.3;5.6.7.8;50116;80;0x00000010
1603192224.727524000;6;5.6.7.8;1.1.2.3;80;50116;0x00000018
1603192224.727536000;6;1.1.2.3;5.6.7.8;50116;80;0x00000010
1603192224.728560000;6;1.1.2.3;5.6.7.8;50116;80;0x00000011
1603192224.729023000;6;5.6.7.8;1.1.2.3;80;50116;0x00000011
1603192224.729045000;6;1.1.2.3;5.6.7.8;50116;80;0x00000010
1603192225.729312000;6;1.1.2.3;5.6.7.8;50118;80;0x00000002
1603192225.729533000;6;5.6.7.8;1.1.2.3;80;50118;0x00000012
1603192225.729581000;6;1.1.2.3;5.6.7.8;50118;80;0x00000010
1603192225.729678000;6;1.1.2.3;5.6.7.8;50118;80;0x00000018
1603192225.729879000;6;5.6.7.8;1.1.2.3;80;50118;0x00000010
1603192225.730185000;6;5.6.7.8;1.1.2.3;80;50118;0x00000010
1603192225.730204000;6;1.1.2.3;5.6.7.8;50118;80;0x00000010
1603192225.730233000;6;5.6.7.8;1.1.2.3;80;50118;0x00000018
1603192225.730248000;6;1.1.2.3;5.6.7.8;50118;80;0x00000010
1603192225.731272000;6;1.1.2.3;5.6.7.8;50118;80;0x00000011
1603192225.731732000;6;5.6.7.8;1.1.2.3;80;50118;0x00000011
1603192225.731759000;6;1.1.2.3;5.6.7.8;50118;80;0x00000010
1603192226.731698000;6;1.1.2.3;5.6.7.8;50120;80;0x00000002
1603192226.731947000;6;5.6.7.8;1.1.2.3;80;50120;0x00000012
1603192226.731987000;6;1.1.2.3;5.6.7.8;50120;80;0x00000010
1603192226.732064000;6;1.1.2.3;5.6.7.8;50120;80;0x00000018
1603192226.732291000;6;5.6.7.8;1.1.2.3;80;50120;0x00000010
1603192226.732595000;6;5.6.7.8;1.1.2.3;80;50120;0x00000010
1603192226.732611000;6;1.1.2.3;5.6.7.8;50120;80;0x00000010
1603192226.732645000;6;5.6.7.8;1.1.2.3;80;50120;0x00000010
1603192226.732654000;6;5.6.7.8;1.1.2.3;80;50120;0x00000018
1603192226.732670000;6;1.1.2.3;5.6.7.8;50120;80;0x00000010
1603192226.732678000;6;1.1.2.3;5.6.7.8;50120;80;0x00000010
1603192226.733866000;6;1.1.2.3;5.6.7.8;50120;80;0x00000011
1603192226.734341000;6;5.6.7.8;1.1.2.3;80;50120;0x00000011
1603192226.734354000;6;1.1.2.3;5.6.7.8;50120;80;0x00000010
1603192227.734372000;6;1.1.2.3;5.6.7.8;50122;80;0x00000002
1603192227.734609000;6;5.6.7.8;1.1.2.3;80;50122;0x00000012
1603192227.734666000;6;1.1.2.3;5.6.7.8;50122;80;0x00000010
1603192227.734761000;6;1.1.2.3;5.6.7.8;50122;80;0x00000018
1603192227.735001000;6;5.6.7.8;1.1.2.3;80;50122;0x00000010
1603192227.735308000;6;5.6.7.8;1.1.2.3;80;50122;0x00000010
1603192227.735329000;6;1.1.2.3;5.6.7.8;50122;80;0x00000010
1603192227.735356000;6;5.6.7.8;1.1.2.3;80;50122;0x00000018
1603192227.735368000;6;1.1.2.3;5.6.7.8;50122;80;0x00000010
1603192227.736335000;6;1.1.2.3;5.6.7.8;50122;80;0x00000011
1603192227.736854000;6;5.6.7.8;1.1.2.3;80;50122;0x00000011
1603192227.736878000;6;1.1.2.3;5.6.7.8;50122;80;0x00000010
1603192228.736740000;6;1.1.2.3;5.6.7.8;50124;80;0x00000002
1603192228.736922000;6;5.6.7.8;1.1.2.3;80;50124;0x00000012
1603192228.736963000;6;1.1.2.3;5.6.7.8;50124;80;0x00000010
1603192228.737038000;6;1.1.2.3;5.6.7.8;50124;80;0x00000018
1603192228.737267000;6;5.6.7.8;1.1.2.3;80;50124;0x00000010
1603192228.737577000;6;5.6.7.8;1.1.2.3;80;50124;0x00000010
1603192228.737597000;6;1.1.2.3;5.6.7.8;50124;80;0x00000010
1603192228.737622000;6;5.6.7.8;1.1.2.3;80;50124;0x00000018
1603192228.737636000;6;1.1.2.3;5.6.7.8;50124;80;0x00000010
1603192228.738543000;6;1.1.2.3;5.6.7.8;50124;80;0x00000011
1603192228.739171000;6;5.6.7.8;1.1.2.3;80;50124;0x00000011
1603192228.739199000;6;1.1.2.3;5.6.7.8;50124;80;0x00000010
1603192229.739231000;6;1.1.2.3;5.6.7.8;50126;80;0x00000002
1603192229.739440000;6;5.6.7.8;1.1.2.3;80;50126;0x00000012
1603192229.739487000;6;1.1.2.3;5.6.7.8;50126;80;0x00000010
1603192229.739577000;6;1.1.2.3;5.6.7.8;50126;80;0x00000018
1603192229.739784000;6;5.6.7.8;1.1.2.3;80;50126;0x00000010
1603192229.740241000;6;5.6.7.8;1.1.2.3;80;50126;0x00000010
1603192229.740261000;6;1.1.2.3;5.6.7.8;50126;80;0x00000010
1603192229.740290000;6;5.6.7.8;1.1.2.3;80;50126;0x00000018
1603192229.740305000;6;1.1.2.3;5.6.7.8;50126;80;0x00000010
1603192229.741239000;6;1.1.2.3;5.6.7.8;50126;80;0x00000011
1603192229.741535000;6;5.6.7.8;1.1.2.3;80;50126;0x00000011
1603192229.741554000;6;1.1.2.3;5.6.7.8;50126;80;0x00000010
1603192230.741612000;6;1.1.2.3;5.6.7.8;50128;80;0x00000002
1603192230.741861000;6;5.6.7.8;1.1.2.3;80;50128;0x00000012
1603192230.741902000;6;1.1.2.3;5.6.7.8;50128;80;0x00000010
1603192230.741979000;6;1.1.2.3;5.6.7.8;50128;80;0x00000018
1603192230.742206000;6;5.6.7.8;1.1.2.3;80;50128;0x00000010
1603192230.742665000;6;5.6.7.8;1.1.2.3;80;50128;0x00000010
1603192230.742686000;6;1.1.2.3;5.6.7.8;50128;80;0x00000010
1603192230.742708000;6;5.6.7.8;1.1.2.3;80;50128;0x00000010
1603192230.742718000;6;1.1.2.3;5.6.7.8;50128;80;0x00000010
1603192230.742755000;6;5.6.7.8;1.1.2.3;80;50128;0x00000018
1603192230.742763000;6;1.1.2.3;5.6.7.8;50128;80;0x00000010
1603192230.743691000;6;1.1.2.3;5.6.7.8;50128;80;0x00000011
1603192230.744054000;6;5.6.7.8;1.1.2.3;80;50128;0x00000011
1603192230.744074000;6;1.1.2.3;5.6.7.8;50128;80;0x00000010
1603192231.744131000;6;1.1.2.3;5.6.7.8;50130;80;0x00000002
1603192231.744332000;6;5.6.7.8;1.1.2.3;80;50130;0x00000012
1603192231.744373000;6;1.1.2.3;5.6.7.8;50130;80;0x00000010
1603192231.744449000;6;1.1.2.3;5.6.7.8;50130;80;0x00000018
1603192231.744676000;6;5.6.7.8;1.1.2.3;80;50130;0x00000010
1603192231.744983000;6;5.6.7.8;1.1.2.3;80;50130;0x00000010
1603192231.745004000;6;1.1.2.3;5.6.7.8;50130;80;0x00000010
1603192231.745029000;6;5.6.7.8;1.1.2.3;80;50130;0x00000018
1603192231.745040000;6;1.1.2.3;5.6.7.8;50130;80;0x00000010
1603192231.746038000;6;1.1.2.3;5.6.7.8;50130;80;0x00000011
1603192231.746527000;6;5.6.7.8;1.1.2.3;80;50130;0x00000011
1603192231.746552000;6;1.1.2.3;5.6.7.8;50130;80;0x00000010
1603192232.746648000;6;1.1.2.3;5.6.7.8;50132;80;0x00000002
1603192232.746904000;6;5.6.7.8;1.1.2.3;80;50132;0x00000012
1603192232.746968000;6;1.1.2.3;5.6.7.8;50132;80;0x00000010
1603192232.747092000;6;1.1.2.3;5.6.7.8;50132;80;0x00000018
1603192232.747348000;6;5.6.7.8;1.1.2.3;80;50132;0x00000010
1603192232.747612000;6;5.6.7.8;1.1.2.3;80;50132;0x00000010
1603192232.747632000;6;1.1.2.3;5.6.7.8;50132;80;0x00000010
1603192232.747652000;6;5.6.7.8;1.1.2.3;80;50132;0x00000018
1603192232.747664000;6;1.1.2.3;5.6.7.8;50132;80;0x00000010
1603192232.748677000;6;1.1.2.3;5.6.7.8;50132;80;0x00000011
1603192232.749101000;6;5.6.7.8;1.1.2.3;80;50132;0x00000011
1603192232.749123000;6;1.1.2.3;5.6.7.8;50132;80;0x00000010
1603192233.749355000;6;1.1.2.3;5.6.7.8;50134;80;0x00000002
1603192233.749527000;6;5.6.7.8;1.1.2.3;80;50134;0x00000012
1603192233.749574000;6;1.1.2.3;5.6.7.8;50134;80;0x00000010
1603192233.749662000;6;1.1.2.3;5.6.7.8;50134;80;0x00000018
1603192233.749874000;6;5.6.7.8;1.1.2.3;80;50134;0x00000010
1603192233.750229000;6;5.6.7.8;1.1.2.3;80;50134;0x00000010
1603192233.750246000;6;1.1.2.3;5.6.7.8;50134;80;0x00000010
1603192233.750280000;6;5.6.7.8;1.1.2.3;80;50134;0x00000018
1603192233.750296000;6;1.1.2.3;5.6.7.8;50134;80;0x00000010
1603192233.751323000;6;1.1.2.3;5.6.7.8;50134;80;0x00000011
1603192233.751877000;6;5.6.7.8;1.1.2.3;80;50134;0x00000011
1603192233.751906000;6;1.1.2.3;5.6.7.8;50134;80;0x00000010
1603192234.751636000;6;1.1.2.3;5.6.7.8;50136;80;0x00000002
1603192234.751855000;6;5.6.7.8;1.1.2.3;80;50136;0x00000012
1603192234.751893000;6;1.1.2.3;5.6.7.8;50136;80;0x00000010
1603192234.751968000;6;1.1.2.3;5.6.7.8;50136;80;0x00000018
1603192234.752152000;6;5.6.7.8;1.1.2.3;80;50136;0x00000010
1603192234.752562000;6;5.6.7.8;1.1.2.3;80;50136;0x00000010
1603192234.752583000;6;1.1.2.3;5.6.7.8;50136;80;0x00000010
1603192234.752604000;6;5.6.7.8;1.1.2.3;80;50136;0x00000018
1603192234.752616000;6;1.1.2.3;5.6.7.8;50136;80;0x00000010
1603192234.753621000;6;1.1.2.3;5.6.7.8;50136;80;0x00000011
1603192234.754103000;6;5.6.7.8;1.1.2.3;80;50136;0x00000011
1603192234.754127000;6;1.1.2.3;5.6.7.8;50136;80;0x00000010
1603192235.755543000;6;1.1.2.3;5.6.7.8;50138;80;0x00000002
1603192235.755734000;6;5.6.7.8;1.1.2.3;80;50138;0x00000012
1603192235.755782000;6;1.1.2.3;5.6.7.8;50138;80;0x00000010
1603192235.755875000;6;1.1.2.3;5.6.7.8;50138;80;0x00000018
1603192235.756128000;6;5.6.7.8;1.1.2.3;80;50138;0x00000010
1603192235.756436000;6;5.6.7.8;1.1.2.3;80;50138;0x00000010
1603192235.756458000;6;1.1.2.3;5.6.7.8;50138;80;0x00000010
1603192235.756482000;6;5.6.7.8;1.1.2.3;80;50138;0x00000018
1603192235.756493000;6;1.1.2.3;5.6.7.8;50138;80;0x00000010
1603192235.757457000;6;1.1.2.3;5.6.7.8;50138;80;0x00000011
1603192235.757984000;6;5.6.7.8;1.1.2.3;80;50138;0x00000011
1603192235.758010000;6;1.1.2.3;5.6.7.8;50138;80;0x00000010
1603192236.756643000;6;1.1.2.3;5.6.7.8;50140;80;0x00000002
1603192236.756867000;6;5.6.7.8;1.1.2.3;80;50140;0x00000012
1603192236.756908000;6;1.1.2.3;5.6.7.8;50140;80;0x00000010
1603192236.756985000;6;1.1.2.3;5.6.7.8;50140;80;0x00000018
1603192236.757212000;6;5.6.7.8;1.1.2.3;80;50140;0x00000010
1603192236.757518000;6;5.6.7.8;1.1.2.3;80;50140;0x00000010
1603192236.757537000;6;1.1.2.3;5.6.7.8;50140;80;0x00000010
1603192236.757567000;6;5.6.7.8;1.1.2.3;80;50140;0x00000018
1603192236.757581000;6;1.1.2.3;5.6.7.8;50140;80;0x00000010
1603192236.758602000;6;1.1.2.3;5.6.7.8;50140;80;0x00000011
1603192236.758863000;6;5.6.7.8;1.1.2.3;80;50140;0x00000011
1603192236.758880000;6;1.1.2.3;5.6.7.8;50140;80;0x00000010
1603192237.759056000;6;1.1.2.3;5.6.7.8;50142;80;0x00000002
1603192237.759251000;6;5.6.7.8;1.1.2.3;80;50142;0x00000012
1603192237.759300000;6;1.1.2.3;5.6.7.8;50142;80;0x00000010
1603192237.759394000;6;1.1.2.3;5.6.7.8;50142;80;0x00000018
1603192237.759645000;6;5.6.7.8;1.1.2.3;80;50142;0x00000010
1603192237.759953000;6;5.6.7.8;1.1.2.3;80;50142;0x00000010
1603192237.759974000;6;1.1.2.3;5.6.7.8;50142;80;0x00000010
1603192237.759999000;6;5.6.7.8;1.1.2.3;80;50142;0x00000018
1603192237.760011000;6;1.1.2.3;5.6.7.8;50142;80;0x00000010
1603192237.761027000;6;1.1.2.3;5.6.7.8;50142;80;0x00000011
