frame.time_epoch;ip.proto;ip.src;ip.dst;tcp.srcport;tcp.dstport;tcp.flags
1603192237.761448000;6;5.6.7.8;1.1.2.3;80;50142;0x00000011
1603192237.761471000;6;1.1.2.3;5.6.7.8;50142;80;0x00000010
1603192238.761431000;6;1.1.2.3;5.6.7.8;50144;80;0x00000002
1603192238.761688000;6;5.6.7.8;1.1.2.3;80;50144;0x00000012
1603192238.761729000;6;1.1.2.3;5.6.7.8;50144;80;0x00000010
1603192238.761805000;6;1.1.2.3;5.6.7.8;50144;80;0x00000018
1603192238.762033000;6;5.6.7.8;1.1.2.3;80;50144;0x00000010
1603192238.762338000;6;5.6.7.8;1.1.2.3;80;50144;0x00000010
1603192238.762358000;6;1.1.2.3;5.6.7.8;50144;80;0x00000010
1603192238.762385000;6;5.6.7.8;1.1.2.3;80;50144;0x00000010
1603192238.762395000;6;1.1.2.3;5.6.7.8;50144;80;0x00000010
1603192238.762401000;6;5.6.7.8;1.1.2.3;80;50144;0x00000018
1603192238.762411000;6;1.1.2.3;5.6.7.8;50144;80;0x00000010
1603192238.763370000;6;1.1.2.3;5.6.7.8;50144;80;0x00000011
1603192238.763632000;6;5.6.7.8;1.1.2.3;80;50144;0x00000011
1603192238.763648000;6;1.1.2.3;5.6.7.8;50144;80;0x00000010
1603192239.763974000;6;1.1.2.3;5.6.7.8;50146;80;0x00000002
1603192239.764226000;6;5.6.7.8;1.1.2.3;80;50146;0x00000012
1603192239.764267000;6;1.1.2.3;5.6.7.8;50146;80;0x00000010
1603192239.764343000;6;1.1.2.3;5.6.7.8;50146;80;0x00000018
1603192239.764570000;6;5.6.7.8;1.1.2.3;80;50146;0x00000010
1603192239.764875000;6;5.6.7.8;1.1.2.3;80;50146;0x00000010
1603192239.764895000;6;1.1.2.3;5.6.7.8;50146;80;0x00000010
1603192239.764923000;6;5.6.7.8;1.1.2.3;80;50146;0x00000018
1603192239.764935000;6;1.1.2.3;5.6.7.8;50146;80;0x00000010
1603192239.765902000;6;1.1.2.3;5.6.7.8;50146;80;0x00000011
1603192239.766421000;6;5.6.7.8;1.1.2.3;80;50146;0x00000011
1603192239.766445000;6;1.1.2.3;5.6.7.8;50146;80;0x00000010
1603192240.766399000;6;1.1.2.3;5.6.7.8;50148;80;0x00000002
1603192240.766631000;6;5.6.7.8;1.1.2.3;80;50148;0x00000012
1603192240.766673000;6;1.1.2.3;5.6.7.8;50148;80;0x00000010
1603192240.766775000;6;1.1.2.3;5.6.7.8;50148;80;0x00000018
1603192240.767058000;6;5.6.7.8;1.1.2.3;80;50148;0x00000010
1603192240.767314000;6;5.6.7.8;1.1.2.3;80;50148;0x00000010
1603192240.767332000;6;1.1.2.3;5.6.7.8;50148;80;0x00000010
1603192240.767364000;6;5.6.7.8;1.1.2.3;80;50148;0x00000018
1603192240.767379000;6;1.1.2.3;5.6.7.8;50148;80;0x00000010
1603192240.768367000;6;1.1.2.3;5.6.7.8;50148;80;0x00000011
1603192240.768609000;6;5.6.7.8;1.1.2.3;80;50148;0x00000011
1603192240.768625000;6;1.1.2.3;5.6.7.8;50148;80;0x00000010
1603192241.768990000;6;1.1.2.3;5.6.7.8;50150;80;0x00000002
1603192241.769154000;6;5.6.7.8;1.1.2.3;80;50150;0x00000012
1603192241.769194000;6;1.1.2.3;5.6.7.8;50150;80;0x00000010
1603192241.769271000;6;1.1.2.3;5.6.7.8;50150;80;0x00000018
1603192241.769500000;6;5.6.7.8;1.1.2.3;80;50150;0x00000010
1603192241.769806000;6;5.6.7.8;1.1.2.3;80;50150;0x00000010
1603192241.769827000;6;1.1.2.3;5.6.7.8;50150;80;0x00000010
1603192241.769852000;6;5.6.7.8;1.1.2.3;80;50150;0x00000010
1603192241.769861000;6;1.1.2.3;5.6.7.8;50150;80;0x00000010
1603192241.769867000;6;5.6.7.8;1.1.2.3;80;50150;0x00000018
1603192241.769874000;6;1.1.2.3;5.6.7.8;50150;80;0x00000010
1603192241.770971000;6;1.1.2.3;5.6.7.8;50150;80;0x00000011
1603192241.771250000;6;5.6.7.8;1.1.2.3;80;50150;0x00000011
1603192241.771268000;6;1.1.2.3;5.6.7.8;50150;80;0x00000010
1603192242.771865000;6;1.1.2.3;5.6.7.8;50152;80;0x00000002
1603192242.772093000;6;5.6.7.8;1.1.2.3;80;50152;0x00000012
1603192242.772150000;6;1.1.2.3;5.6.7.8;50152;80;0x00000010
1603192242.772275000;6;1.1.2.3;5.6.7.8;50152;80;0x00000018
1603192242.772491000;6;5.6.7.8;1.1.2.3;80;50152;0x00000010
1603192242.772747000;6;5.6.7.8;1.1.2.3;80;50152;0x00000010
1603192242.772764000;6;1.1.2.3;5.6.7.8;50152;80;0x00000010
1603192242.772797000;6;5.6.7.8;1.1.2.3;80;50152;0x00000010
1603192242.772811000;6;1.1.2.3;5.6.7.8;50152;80;0x00000010
1603192242.772843000;6;5.6.7.8;1.1.2.3;80;50152;0x00000018
1603192242.772851000;6;1.1.2.3;5.6.7.8;50152;80;0x00000010
1603192242.773730000;6;1.1.2.3;5.6.7.8;50152;80;0x00000011
1603192242.774042000;6;5.6.7.8;1.1.2.3;80;50152;0x00000011
1603192242.774059000;6;1.1.2.3;5.6.7.8;50152;80;0x00000010
1603192243.774288000;6;1.1.2.3;5.6.7.8;50154;80;0x00000002
1603192243.774494000;6;5.6.7.8;1.1.2.3;80;50154;0x00000012
1603192243.774535000;6;1.1.2.3;5.6.7.8;50154;80;0x00000010
1603192243.774628000;6;1.1.2.3;5.6.7.8;50154;80;0x00000018
1603192243.774836000;6;5.6.7.8;1.1.2.3;80;50154;0x00000010
1603192243.775244000;6;5.6.7.8;1.1.2.3;80;50154;0x00000010
1603192243.775263000;6;1.1.2.3;5.6.7.8;50154;80;0x00000010
1603192243.775290000;6;5.6.7.8;1.1.2.3;80;50154;0x00000018
1603192243.775302000;6;1.1.2.3;5.6.7.8;50154;80;0x00000010
1603192243.776358000;6;1.1.2.3;5.6.7.8;50154;80;0x00000011
1603192243.776838000;6;5.6.7.8;1.1.2.3;80;50154;0x00000011
1603192243.776864000;6;1.1.2.3;5.6.7.8;50154;80;0x00000010
1603192244.776817000;6;1.1.2.3;5.6.7.8;50156;80;0x00000002
1603192244.777086000;6;5.6.7.8;1.1.2.3;80;50156;0x00000012
1603192244.777144000;6;1.1.2.3;5.6.7.8;50156;80;0x00000010
1603192244.777276000;6;1.1.2.3;5.6.7.8;50156;80;0x00000018
1603192244.777533000;6;5.6.7.8;1.1.2.3;80;50156;0x00000010
1603192244.777983000;6;5.6.7.8;1.1.2.3;80;50156;0x00000010
1603192244.777993000;6;1.1.2.3;5.6.7.8;50156;80;0x00000010
1603192244.778039000;6;5.6.7.8;1.1.2.3;80;50156;0x00000010
1603192244.778049000;6;1.1.2.3;5.6.7.8;50156;80;0x00000010
1603192244.778091000;6;5.6.7.8;1.1.2.3;80;50156;0x00000018
1603192244.778106000;6;1.1.2.3;5.6.7.8;50156;80;0x00000010
1603192244.779141000;6;1.1.2.3;5.6.7.8;50156;80;0x00000011
1603192244.779434000;6;5.6.7.8;1.1.2.3;80;50156;0x00000011
1603192244.779452000;6;1.1.2.3;5.6.7.8;50156;80;0x00000010
1603192245.779201000;6;1.1.2.3;5.6.7.8;50158;80;0x00000002
1603192245.779435000;6;5.6.7.8;1.1.2.3;80;50158;0x00000012
1603192245.779495000;6;1.1.2.3;5.6.7.8;50158;80;0x00000010
1603192245.779622000;6;1.1.2.3;5.6.7.8;50158;80;0x00000018
1603192245.779832000;6;5.6.7.8;1.1.2.3;80;50158;0x00000010
1603192245.780143000;6;5.6.7.8;1.1.2.3;80;50158;0x00000010
1603192245.780164000;6;1.1.2.3;5.6.7.8;50158;80;0x00000010
1603192245.780185000;6;5.6.7.8;1.1.2.3;80;50158;0x00000010
1603192245.780193000;6;1.1.2.3;5.6.7.8;50158;80;0x00000010
1603192245.780200000;6;5.6.7.8;1.1.2.3;80;50158;0x00000018
1603192245.780208000;6;1.1.2.3;5.6.7.8;50158;80;0x00000010
1603192245.781758000;6;1.1.2.3;5.6.7.8;50158;80;0x00000011
1603192245.782180000;6;5.6.7.8;1.1.2.3;80;50158;0x00000011
1603192245.782194000;6;1.1.2.3;5.6.7.8;50158;80;0x00000010
1603192246.781754000;6;1.1.2.3;5.6.7.8;50160;80;0x00000002
1603192246.782034000;6;5.6.7.8;1.1.2.3;80;50160;0x00000012
1603192246.782089000;6;1.1.2.3;5.6.7.8;50160;80;0x00000010
1603192246.782213000;6;1.1.2.3;5.6.7.8;50160;80;0x00000018
1603192246.782482000;6;5.6.7.8;1.1.2.3;80;50160;0x00000010
1603192246.782740000;6;5.6.7.8;1.1.2.3;80;50160;0x00000010
1603192246.782760000;6;1.1.2.3;5.6.7.8;50160;80;0x00000010
1603192246.782788000;6;5.6.7.8;1.1.2.3;80;50160;0x00000018
1603192246.782802000;6;1.1.2.3;5.6.7.8;50160;80;0x00000010
1603192246.784197000;6;1.1.2.3;5.6.7.8;50160;80;0x00000011
1603192246.784484000;6;5.6.7.8;1.1.2.3;80;50160;0x00000011
1603192246.784505000;6;1.1.2.3;5.6.7.8;50160;80;0x00000010
1603192247.784430000;6;1.1.2.3;5.6.7.8;50162;80;0x00000002
1603192247.784640000;6;5.6.7.8;1.1.2.3;80;50162;0x00000012
1603192247.784681000;6;1.1.2.3;5.6.7.8;50162;80;0x00000010
1603192247.784756000;6;1.1.2.3;5.6.7.8;50162;80;0x00000018
1603192247.784985000;6;5.6.7.8;1.1.2.3;80;50162;0x00000010
1603192247.785297000;6;5.6.7.8;1.1.2.3;80;50162;0x00000010
1603192247.785318000;6;1.1.2.3;5.6.7.8;50162;80;0x00000010
1603192247.785338000;6;5.6.7.8;1.1.2.3;80;50162;0x00000018
1603192247.785348000;6;1.1.2.3;5.6.7.8;50162;80;0x00000010
1603192247.786712000;6;1.1.2.3;5.6.7.8;50162;80;0x00000011
1603192247.787065000;6;5.6.7.8;1.1.2.3;80;50162;0x00000011
1603192247.787076000;6;1.1.2.3;5.6.7.8;50162;80;0x00000010
1603192248.786930000;6;1.1.2.3;5.6.7.8;50164;80;0x00000002
1603192248.787144000;6;5.6.7.8;1.1.2.3;80;50164;0x00000012
1603192248.787180000;6;1.1.2.3;5.6.7.8;50164;80;0x00000010
1603192248.787254000;6;1.1.2.3;5.6.7.8;50164;80;0x00000018
1603192248.787539000;6;5.6.7.8;1.1.2.3;80;50164;0x00000010
1603192248.787740000;6;5.6.7.8;1.1.2.3;80;50164;0x00000010
1603192248.787749000;6;1.1.2.3;5.6.7.8;50164;80;0x00000010
1603192248.787793000;6;5.6.7.8;1.1.2.3;80;50164;0x00000010
1603192248.787801000;6;1.1.2.3;5.6.7.8;50164;80;0x00000010
1603192248.787847000;6;5.6.7.8;1.1.2.3;80;50164;0x00000010
1603192248.787864000;6;1.1.2.3;5.6.7.8;50164;80;0x00000010
1603192248.787893000;6;5.6.7.8;1.1.2.3;80;50164;0x00000018
1603192248.787901000;6;1.1.2.3;5.6.7.8;50164;80;0x00000010
1603192248.788876000;6;1.1.2.3;5.6.7.8;50164;80;0x00000011
1603192248.789342000;6;5.6.7.8;1.1.2.3;80;50164;0x00000011
1603192248.789364000;6;1.1.2.3;5.6.7.8;50164;80;0x00000010
1603192249.789449000;6;1.1.2.3;5.6.7.8;50166;80;0x00000002
1603192249.789647000;6;5.6.7.8;1.1.2.3;80;50166;0x00000012
1603192249.789705000;6;1.1.2.3;5.6.7.8;50166;80;0x00000010
1603192249.789831000;6;1.1.2.3;5.6.7.8;50166;80;0x00000018
1603192249.790095000;6;5.6.7.8;1.1.2.3;80;50166;0x00000010
1603192249.790346000;6;5.6.7.8;1.1.2.3;80;50166;0x00000010
1603192249.790356000;6;1.1.2.3;5.6.7.8;50166;80;0x00000010
1603192249.790407000;6;5.6.7.8;1.1.2.3;80;50166;0x00000010
1603192249.790420000;6;1.1.2.3;5.6.7.8;50166;80;0x00000010
1603192249.790450000;6;5.6.7.8;1.1.2.3;80;50166;0x00000018
1603192249.790462000;6;1.1.2.3;5.6.7.8;50166;80;0x00000010
1603192249.791537000;6;1.1.2.3;5.6.7.8;50166;80;0x00000011
1603192249.791896000;6;5.6.7.8;1.1.2.3;80;50166;0x00000011
1603192249.791915000;6;1.1.2.3;5.6.7.8;50166;80;0x00000010
1603192250.791744000;6;1.1.2.3;5.6.7.8;50168;80;0x00000002
1603192250.791960000;6;5.6.7.8;1.1.2.3;80;50168;0x00000012
1603192250.792031000;6;1.1.2.3;5.6.7.8;50168;80;0x00000010
1603192250.792162000;6;1.1.2.3;5.6.7.8;50168;80;0x00000018
1603192250.792354000;6;5.6.7.8;1.1.2.3;80;50168;0x00000010
1603192250.792661000;6;5.6.7.8;1.1.2.3;80;50168;0x00000010
1603192250.792681000;6;1.1.2.3;5.6.7.8;50168;80;0x00000010
1603192250.792707000;6;5.6.7.8;1.1.2.3;80;50168;0x00000018
1603192250.792719000;6;1.1.2.3;5.6.7.8;50168;80;0x00000010
1603192250.793701000;6;1.1.2.3;5.6.7.8;50168;80;0x00000011
1603192250.794206000;6;5.6.7.8;1.1.2.3;80;50168;0x00000011
1603192250.794229000;6;1.1.2.3;5.6.7.8;50168;80;0x00000010
1603192251.794759000;6;1.1.2.3;5.6.7.8;50170;80;0x00000002
1603192251.794967000;6;5.6.7.8;1.1.2.3;80;50170;0x00000012
1603192251.795004000;6;1.1.2.3;5.6.7.8;50170;80;0x00000010
1603192251.795078000;6;1.1.2.3;5.6.7.8;50170;80;0x00000018
1603192251.795312000;6;5.6.7.8;1.1.2.3;80;50170;0x00000010
1603192251.795623000;6;5.6.7.8;1.1.2.3;80;50170;0x00000010
1603192251.795644000;6;1.1.2.3;5.6.7.8;50170;80;0x00000010
1603192251.795666000;6;5.6.7.8;1.1.2.3;80;50170;0x00000018
1603192251.795676000;6;1.1.2.3;5.6.7.8;50170;80;0x00000010
1603192251.796677000;6;1.1.2.3;5.6.7.8;50170;80;0x00000011
1603192251.797165000;6;5.6.7.8;1.1.2.3;80;50170;0x00000011
1603192251.797188000;6;1.1.2.3;5.6.7.8;50170;80;0x00000010
1603192252.796840000;6;1.1.2.3;5.6.7.8;50172;80;0x00000002
1603192252.797082000;6;5.6.7.8;1.1.2.3;80;50172;0x00000012
1603192252.797123000;6;1.1.2.3;5.6.7.8;50172;80;0x00000010
1603192252.797200000;6;1.1.2.3;5.6.7.8;50172;80;0x00000018
1603192252.797426000;6;5.6.7.8;1.1.2.3;80;50172;0x00000010
1603192252.797725000;6;5.6.7.8;1.1.2.3;80;50172;0x00000010
1603192252.797734000;6;1.1.2.3;5.6.7.8;50172;80;0x00000010
1603192252.797784000;6;5.6.7.8;1.1.2.3;80;50172;0x00000010
1603192252.797800000;6;1.1.2.3;5.6.7.8;50172;80;0x00000010
1603192252.797828000;6;5.6.7.8;1.1.2.3;80;50172;0x00000018
1603192252.797838000;6;1.1.2.3;5.6.7.8;50172;80;0x00000010
1603192252.799648000;6;1.1.2.3;5.6.7.8;50172;80;0x00000011
1603192252.799992000;6;5.6.7.8;1.1.2.3;80;50172;0x00000011
1603192252.800005000;6;1.1.2.3;5.6.7.8;50172;80;0x00000010
1603192253.799025000;6;1.1.2.3;5.6.7.8;50174;80;0x00000002
1603192253.799243000;6;5.6.7.8;1.1.2.3;80;50174;0x00000012
1603192253.799283000;6;1.1.2.3;5.6.7.8;50174;80;0x00000010
1603192253.799360000;6;1.1.2.3;5.6.7.8;50174;80;0x00000018
1603192253.799590000;6;5.6.7.8;1.1.2.3;80;50174;0x00000010
1603192253.799839000;6;5.6.7.8;1.1.2.3;80;50174;0x00000010
1603192253.799848000;6;1.1.2.3;5.6.7.8;50174;80;0x00000010
1603192253.799892000;6;5.6.7.8;1.1.2.3;80;50174;0x00000010
1603192253.799900000;6;1.1.2.3;5.6.7.8;50174;80;0x00000010
1603192253.799949000;6;5.6.7.8;1.1.2.3;80;50174;0x00000010
1603192253.799964000;6;1.1.2.3;5.6.7.8;50174;80;0x00000010
1603192253.799996000;6;5.6.7.8;1.1.2.3;80;50174;0x00000018
1603192253.800007000;6;1.1.2.3;5.6.7.8;50174;80;0x00000010
1603192253.801455000;6;1.1.2.3;5.6.7.8;50174;80;0x00000011
1603192253.801808000;6;5.6.7.8;1.1.2.3;80;50174;0x00000011
1603192253.801831000;6;1.1.2.3;5.6.7.8;50174;80;0x00000010
1603192254.801541000;6;1.1.2.3;5.6.7.8;50176;80;0x00000002
1603192254.801757000;6;5.6.7.8;1.1.2.3;80;50176;0x00000012
1603192254.801797000;6;1.1.2.3;5.6.7.8;50176;80;0x00000010
1603192254.801874000;6;1.1.2.3;5.6.7.8;50176;80;0x00000018
1603192254.802053000;6;5.6.7.8;1.1.2.3;80;50176;0x00000010
1603192254.802560000;6;5.6.7.8;1.1.2.3;80;50176;0x00000010
1603192254.802579000;6;1.1.2.3;5.6.7.8;50176;80;0x00000010
1603192254.802607000;6;5.6.7.8;1.1.2.3;80;50176;0x00000018
1603192254.802638000;6;1.1.2.3;5.6.7.8;50176;80;0x00000010
1603192254.803595000;6;1.1.2.3;5.6.7.8;50176;80;0x00000011
1603192254.804105000;6;5.6.7.8;1.1.2.3;80;50176;0x00000011
1603192254.804130000;6;1.1.2.3;5.6.7.8;50176;80;0x00000010
1603192255.804194000;6;1.1.2.3;5.6.7.8;50178;80;0x00000002
1603192255.804474000;6;5.6.7.8;1.1.2.3;80;50178;0x00000012
1603192255.804522000;6;1.1.2.3;5.6.7.8;50178;80;0x00000010
1603192255.804618000;6;1.1.2.3;5.6.7.8;50178;80;0x00000018
1603192255.804869000;6;5.6.7.8;1.1.2.3;80;50178;0x00000010
1603192255.805120000;6;5.6.7.8;1.1.2.3;80;50178;0x00000010
1603192255.805130000;6;1.1.2.3;5.6.7.8;50178;80;0x00000010
1603192255.805177000;6;5.6.7.8;1.1.2.3;80;50178;0x00000010
1603192255.805194000;6;1.1.2.3;5.6.7.8;50178;80;0x00000010
1603192255.805222000;6;5.6.7.8;1.1.2.3;80;50178;0x00000018
1603192255.805235000;6;1.1.2.3;5.6.7.8;50178;80;0x00000010
1603192255.806294000;6;1.1.2.3;5.6.7.8;50178;80;0x00000011
1603192255.806674000;6;5.6.7.8;1.1.2.3;80;50178;0x00000011
1603192255.806699000;6;1.1.2.3;5.6.7.8;50178;80;0x00000010
1603192256.806529000;6;1.1.2.3;5.6.7.8;50180;80;0x00000002
1603192256.806745000;6;5.6.7.8;1.1.2.3;80;50180;0x00000012
1603192256.806783000;6;1.1.2.3;5.6.7.8;50180;80;0x00000010
1603192256.806863000;6;1.1.2.3;5.6.7.8;50180;80;0x00000018
1603192256.807042000;6;5.6.7.8;1.1.2.3;80;50180;0x00000010
1603192256.807388000;6;5.6.7.8;1.1.2.3;80;50180;0x00000010
1603192256.807398000;6;1.1.2.3;5.6.7.8;50180;80;0x00000010
1603192256.807446000;6;5.6.7.8;1.1.2.3;80;50180;0x00000010
1603192256.807459000;6;1.1.2.3;5.6.7.8;50180;80;0x00000010
1603192256.807492000;6;5.6.7.8;1.1.2.3;80;50180;0x00000018
1603192256.807505000;6;1.1.2.3;5.6.7.8;50180;80;0x00000010
1603192256.808507000;6;1.1.2.3;5.6.7.8;50180;80;0x00000011
1603192256.809142000;6;5.6.7.8;1.1.2.3;80;50180;0x00000011
1603192256.809157000;6;1.1.2.3;5.6.7.8;50180;80;0x00000010
1603192257.809023000;6;1.1.2.3;5.6.7.8;50182;80;0x00000002
1603192257.809215000;6;5.6.7.8;1.1.2.3;80;50182;0x00000012
1603192257.809256000;6;1.1.2.3;5.6.7.8;50182;80;0x00000010
1603192257.809332000;6;1.1.2.3;5.6.7.8;50182;80;0x00000018
1603192257.809509000;6;5.6.7.8;1.1.2.3;80;50182;0x00000010
1603192257.809808000;6;5.6.7.8;1.1.2.3;80;50182;0x00000010
1603192257.809818000;6;1.1.2.3;5.6.7.8;50182;80;0x00000010
1603192257.809866000;6;5.6.7.8;1.1.2.3;80;50182;0x00000010
1603192257.809882000;6;1.1.2.3;5.6.7.8;50182;80;0x00000010
1603192257.809911000;6;5.6.7.8;1.1.2.3;80;50182;0x00000018
1603192257.809921000;6;1.1.2.3;5.6.7.8;50182;80;0x00000010
1603192257.810966000;6;1.1.2.3;5.6.7.8;50182;80;0x00000011
1603192257.811359000;6;5.6.7.8;1.1.2.3;80;50182;0x00000011
1603192257.811381000;6;1.1.2.3;5.6.7.8;50182;80;0x00000010
1603192258.811634000;6;1.1.2.3;5.6.7.8;50184;80;0x00000002
1603192258.811887000;6;5.6.7.8;1.1.2.3;80;50184;0x00000012
1603192258.811928000;6;1.1.2.3;5.6.7.8;50184;80;0x00000010
1603192258.812004000;6;1.1.2.3;5.6.7.8;50184;80;0x00000018
1603192258.812181000;6;5.6.7.8;1.1.2.3;80;50184;0x00000010
1603192258.812534000;6;5.6.7.8;1.1.2.3;80;50184;0x00000010
1603192258.812546000;6;1.1.2.3;5.6.7.8;50184;80;0x00000010
1603192258.812585000;6;5.6.7.8;1.1.2.3;80;50184;0x00000010
1603192258.812605000;6;1.1.2.3;5.6.7.8;50184;80;0x00000010
1603192258.812632000;6;5.6.7.8;1.1.2.3;80;50184;0x00000018
1603192258.812643000;6;1.1.2.3;5.6.7.8;50184;80;0x00000010
1603192258.813724000;6;1.1.2.3;5.6.7.8;50184;80;0x00000011
1603192258.814029000;6;5.6.7.8;1.1.2.3;80;50184;0x00000011
1603192258.814045000;6;1.1.2.3;5.6.7.8;50184;80;0x00000010
1603192259.814049000;6;1.1.2.3;5.6.7.8;50186;80;0x00000002
1603192259.814259000;6;5.6.7.8;1.1.2.3;80;50186;0x00000012
1603192259.814300000;6;1.1.2.3;5.6.7.8;50186;80;0x00000010
1603192259.814379000;6;1.1.2.3;5.6.7.8;50186;80;0x00000018
1603192259.814555000;6;5.6.7.8;1.1.2.3;80;50186;0x00000010
1603192259.814958000;6;5.6.7.8;1.1.2.3;80;50186;0x00000010
1603192259.814971000;6;1.1.2.3;5.6.7.8;50186;80;0x00000010
1603192259.815009000;6;5.6.7.8;1.1.2.3;80;50186;0x00000010
1603192259.815024000;6;1.1.2.3;5.6.7.8;50186;80;0x00000010
1603192259.815055000;6;5.6.7.8;1.1.2.3;80;50186;0x00000018
1603192259.815063000;6;1.1.2.3;5.6.7.8;50186;80;0x00000010
1603192259.815991000;6;1.1.2.3;5.6.7.8;50186;80;0x00000011
1603192259.816253000;6;5.6.7.8;1.1.2.3;80;50186;0x00000011
1603192259.816270000;6;1.1.2.3;5.6.7.8;50186;80;0x00000010
1603192260.816660000;6;1.1.2.3;5.6.7.8;50188;80;0x00000002
1603192260.816882000;6;5.6.7.8;1.1.2.3;80;50188;0x00000012
1603192260.816930000;6;1.1.2.3;5.6.7.8;50188;80;0x00000010
1603192260.817027000;6;1.1.2.3;5.6.7.8;50188;80;0x00000018
1603192260.817227000;6;5.6.7.8;1.1.2.3;80;50188;0x00000010
1603192260.817532000;6;5.6.7.8;1.1.2.3;80;50188;0x00000010
1603192260.817543000;6;1.1.2.3;5.6.7.8;50188;80;0x00000010
1603192260.817581000;6;5.6.7.8;1.1.2.3;80;50188;0x00000010
1603192260.817594000;6;1.1.2.3;5.6.7.8;50188;80;0x00000010
1603192260.817632000;6;5.6.7.8;1.1.2.3;80;50188;0x00000018
1603192260.817643000;6;1.1.2.3;5.6.7.8;50188;80;0x00000010
1603192260.818700000;6;1.1.2.3;5.6.7.8;50188;80;0x00000011
1603192260.818979000;6;5.6.7.8;1.1.2.3;80;50188;0x00000011
1603192260.818999000;6;1.1.2.3;5.6.7.8;50188;80;0x00000010
1603192261.819262000;6;1.1.2.3;5.6.7.8;50190;80;0x00000002
1603192261.819508000;6;5.6.7.8;1.1.2.3;80;50190;0x00000012
1603192261.819558000;6;1.1.2.3;5.6.7.8;50190;80;0x00000010
1603192261.819653000;6;1.1.2.3;5.6.7.8;50190;80;0x00000018
1603192261.819853000;6;5.6.7.8;1.1.2.3;80;50190;0x00000010
1603192261.820159000;6;5.6.7.8;1.1.2.3;80;50190;0x00000010
1603192261.820171000;6;1.1.2.3;5.6.7.8;50190;80;0x00000010
1603192261.820211000;6;5.6.7.8;1.1.2.3;80;50190;0x00000010
1603192261.820231000;6;1.1.2.3;5.6.7.8;50190;80;0x00000010
1603192261.820256000;6;5.6.7.8;1.1.2.3;80;50190;0x00000018
1603192261.820267000;6;1.1.2.3;5.6.7.8;50190;80;0x00000010
1603192261.821396000;6;1.1.2.3;5.6.7.8;50190;80;0x00000011
1603192261.821704000;6;5.6.7.8;1.1.2.3;80;50190;0x00000011
1603192261.821723000;6;1.1.2.3;5.6.7.8;50190;80;0x00000010
1603192262.821650000;6;1.1.2.3;5.6.7.8;50192;80;0x00000002
1603192262.821886000;6;5.6.7.8;1.1.2.3;80;50192;0x00000012
1603192262.821926000;6;1.1.2.3;5.6.7.8;50192;80;0x00000010
1603192262.822001000;6;1.1.2.3;5.6.7.8;50192;80;0x00000018
1603192262.822232000;6;5.6.7.8;1.1.2.3;80;50192;0x00000010
1603192262.822532000;6;5.6.7.8;1.1.2.3;80;50192;0x00000010
1603192262.822541000;6;1.1.2.3;5.6.7.8;50192;80;0x00000010
1603192262.822594000;6;5.6.7.8;1.1.2.3;80;50192;0x00000010
1603192262.822609000;6;1.1.2.3;5.6.7.8;50192;80;0x00000010
1603192262.822685000;6;5.6.7.8;1.1.2.3;80;50192;0x00000018
1603192262.822695000;6;1.1.2.3;5.6.7.8;50192;80;0x00000010
1603192262.823716000;6;1.1.2.3;5.6.7.8;50192;80;0x00000011
1603192262.824082000;6;5.6.7.8;1.1.2.3;80;50192;0x00000011
1603192262.824102000;6;1.1.2.3;5.6.7.8;50192;80;0x00000010
1603192263.824219000;6;1.1.2.3;5.6.7.8;50194;80;0x00000002
1603192263.824418000;6;5.6.7.8;1.1.2.3;80;50194;0x00000012
1603192263.824460000;6;1.1.2.3;5.6.7.8;50194;80;0x00000010
1603192263.824537000;6;1.1.2.3;5.6.7.8;50194;80;0x00000018
1603192263.824713000;6;5.6.7.8;1.1.2.3;80;50194;0x00000010
1603192263.825066000;6;5.6.7.8;1.1.2.3;80;50194;0x00000010
1603192263.825078000;6;1.1.2.3;5.6.7.8;50194;80;0x00000010
1603192263.825117000;6;5.6.7.8;1.1.2.3;80;50194;0x00000010
1603192263.825137000;6;1.1.2.3;5.6.7.8;50194;80;0x00000010
1603192263.825164000;6;5.6.7.8;1.1.2.3;80;50194;0x00000018
1603192263.825174000;6;1.1.2.3;5.6.7.8;50194;80;0x00000010
1603192263.826302000;6;1.1.2.3;5.6.7.8;50194;80;0x00000011
1603192263.826634000;6;5.6.7.8;1.1.2.3;80;50194;0x00000011
1603192263.826654000;6;1.1.2.3;5.6.7.8;50194;80;0x00000010
1603192264.826802000;6;1.1.2.3;5.6.7.8;50196;80;0x00000002
1603192264.827048000;6;5.6.7.8;1.1.2.3;80;50196;0x00000012
1603192264.827097000;6;1.1.2.3;5.6.7.8;50196;80;0x00000010
1603192264.827193000;6;1.1.2.3;5.6.7.8;50196;80;0x00000018
1603192264.827392000;6;5.6.7.8;1.1.2.3;80;50196;0x00000010
1603192264.827648000;6;5.6.7.8;1.1.2.3;80;50196;0x00000010
1603192264.827659000;6;1.1.2.3;5.6.7.8;50196;80;0x00000010
1603192264.827702000;6;5.6.7.8;1.1.2.3;80;50196;0x00000010
1603192264.827721000;6;1.1.2.3;5.6.7.8;50196;80;0x00000010
1603192264.827747000;6;5.6.7.8;1.1.2.3;80;50196;0x00000018
1603192264.827758000;6;1.1.2.3;5.6.7.8;50196;80;0x00000010
1603192264.828869000;6;1.1.2.3;5.6.7.8;50196;80;0x00000011
1603192264.829143000;6;5.6.7.8;1.1.2.3;80;50196;0x00000011
